company_link,company_name,employment_type,full_text,key,link,location,position,publish_date,role,salary,scraping_date,seniority_level,source,tags
https://stackoverflow.com/jobs/companies/voodooio,Voodoo.io,Full-time,"Role We are looking for a Data/Business Analyst who is deeply passionate about data driven decisions, transforming raw data into clear actionable business insights and who is constantly driving himself/herself and the team towards meeting the next challenge. Analyzing large, complex data sets representing the behavior of millions of online and mobile game players to address strategic and operational business questions Provide actionable recommendations and conclusions from game data to shape features, game economies and future product roadmaps Work closely with internal departments to drive insights that will help produce better games and insights that will drive towards monetization and retention improvements. Build automated dashboards and reports to facilitate company-wide awareness and understanding of key business metrics and player’s experience. Manage multiple projects at a time in a fast-paced, results-oriented environment Profile 2+ years of analytical work experience, preferably for a Web or Mobile company, Online Gaming industry BA/B.Sc in Statistics / Math / Engineering/ Economy or other quantitative field Strong SQL with experience in querying large, complex data sets. Strong Excel skills High level of analytical and problem-solving skills with strong attention to details Ability to turn complex concepts into actionable recommendations True passion for understanding consumers’ social gaming behavior and tolerance for ambiguity Experience working with Periscope / Tableau – advantage Advanced knowledge in statistical tools and models- advantage",Senior Data Analyst@Voodoo.io,https://stackoverflow.com/jobs/413396/senior-data-analyst-voodooio,"Paris, France",Senior Data Analyst,29d ago,Data Scientist,"€50 - 80

                                 | 
Equity",2020-10-13,"Mid-Level, Senior",stackoverflow,"sql, periscope, tableau"
https://stackoverflow.com/jobs/companies/auto1,AUTO1,Full-time,"Your new role Work closely with the product management team to track feature success metrics Understand the functionality of our online platforms by reviewing product and technical requirements Conduct independent analyses to support the product management team with actionable user behavior and business insights Perform regular checks to ensure data integrity Creation of KPI based dashboards for understanding complex business issues to enable strategic and operational decision-making Your skills Bachelor/Master’s degree in a related field (e.g. business administration, economics, statistics, mathematics) 2+ years of relevant experience in an e-commerce/ internet-based company Excellent knowledge of MS Excel Solid experience writing SQL queries and with relational DBMS’s like MySQL High affinity for numbers, unwavering attention to detail and a strong analytical mind Our offer Colleagues who strive for excellence while using the latest technologies. See what we do in our Tech-Blog: https://auto1.tech Relocation support to Germany which includes visa assistance, apartment search and help with costs Educational budget for your personal growth Team and company events like Hackathons, International Nights, Company Party, Football and more More than 85 different nationalities make up for a truly international and diverse working environment Apply by uploading your CV with a note of salary expectations. Contact: Nur Süzen AUTO1 Group is Europe's leading digital automotive platform. As a dynamic tech company, we are revolutionizing the used car market with our brands wirkaufendeinauto.de, AUTO1.com and Autohero. Our strong team of 4.500 people is dedicated to making Europe-wide car trading, transport and financing as fast, easy and stress-free as possible for our customers. Grow personally and shape the future of car trading with us. At AUTO1 Group we live an open culture, believe in direct communication, and value diversity. We welcome every applicant; regardless of gender, ethnic origin, religion, age, sexual identity, disability, or any other non-merit factor.",Senior Product Data Analyst (d/f/m)@AUTO1,https://stackoverflow.com/jobs/447192/senior-product-data-analyst-d-f-m-auto1,"Berlin, Germany",Senior Product Data Analyst (d/f/m),3d ago,Data Scientist,,2020-10-13,"Mid-Level, Senior",stackoverflow,"sql, ab-testing, hypothesis-test, excel, python"
https://stackoverflow.com/jobs/companies/receeve-gmbh,Receeve GmbH,Full-time,"re:ceeve is a well funded FinTech start-up based in Hamburg, run by seasoned founders. We are recruiting individuals looking to put their dent on the world and in the collections space. We believe that our software has the potential to completely disrupt credit lifecycle management and take it in a new direction by automating obsolete processes using AI and harvesting data to impact the top line. Further, we want to reimagine the industry ground up based on software sales versus collection fees. We also help our clients drive customer retention and loyalty first and with transparency, we want to clean up a business with a horrible image. We are looking for team members who “run up escalators” and live with a sense of urgency to get things done. Our job descriptions are written in pencil. Once in your role, you adapt to the tasks at hand and steer your own career. We like to set our targets high but believe in under-promising and over-delivering. And finally, we like well-rounded individuals. We work hard but we have families, do sports, pursue the arts, travel and whatever else allows us to decompress when necessary. We are a remote-first company and measure results and not time spent in the office. We are looking for highly motivated candidates to grow re:ceeve with us: Data Scientist (f/m/d) About the role: You will work and interact with the product, tech, operations and sales & marketing teams You will have the opportunity to work on ever-growing sets of data as our customer base grows You support our continuously growing customer success team when onboarding new clients You systematically collect data in order to find answers You contribute to an ever-adapting set of metrics and processes to help define best practices in our business You enjoy being part of a team, like taking ownership and believe in working together: We’re a small but fast-growing team. Everyone pulls together and shares learnings to make the entire organisation stronger Your profile: You already have some work experience, preferably in startups or a similar high-growth environment You have a degree in computer science, statistics, or data science You have sound know-how of modern statistical modelling and machine-learning techniques, and experience with applied data science You are proficient in Python, SQL, Tableau, Tensorflow, but have interest in other areas You demonstrate deep interest in FinTechs, Entrepreneurship or Banking You are able to identify opportunities and optimise our AI, and drive data-driven profiling of our client’s B2C data Experience with cloud platforms is a plus You are able to create visualizations that help people understand their data You are able to proactively mine data for upcoming business questions You have excellent communication skills (English) You are a team player who is independent and enjoys goal-oriented work You know where you want your career to go and are looking to work with mentors who are interested in seeing you develop in your role With us you will have: A chance to re-shape the future of debt in Europe A very international, high-profile team with an office in the heart of Hamburg Remote-First work environment A flat hierarchy, where you will have direct access to the founders and won’t be tied up in politics Autonomy in your day-to-day processes A high degree of learning and ownership in a dynamic environment A competitive salary and opportunity for equity options Flexible working hours (we don’t do 9-to-5) Distributed team with ability to work from home and office",Data Scientist (f/m/d)@Receeve GmbH,https://stackoverflow.com/jobs/444504/data-scientist-f-m-d-receeve-gmbh,"Hamburg, Germany",Data Scientist (f/m/d),9d ago,Data Scientist,,2020-10-13,Mid-Level,stackoverflow,"tensorflow, python, sql"
https://stackoverflow.com/jobs/companies/home-ht,Home HT,Full-time,"Home’s mission is to make housing better for everyone. We're obsessed about creating a wow experience for our customers and believe in a simple, easy-to-use and well designed product. We're growing quickly and with that dramatic increase we will be facing new technical challenges. As our next Senior Backend Engineer you will work on creating a world-class infrastructure which will enable the company to continue scaling horizontally into more markets while improving the customer value of the platform. You will support younger team members actively by providing mentoring and learning with solid experience building scalable infrastructures. You will help in scaling the team over time too as you have the ambition to become a technical lead, positioning Home as a tech company in the market and an attractive employer where fellow engineers enjoy challenging and learning from each other whilst solving interesting problems! # Responsibilities Make the backend architecture scalable. Make the backend fast to work with, iterate and maintainable Move the culture towards becoming a goal-oriented, motivated and ownership craving team. Make younger team members stronger by actively mentoring and coaching them. Improve our processes such that you help bridging the Business <> Design <> Backend gaps to bring more PS on the street. You own your areas of responsibilities and drive the ownership level in the team. You enable us to reach our releases in time and are pro-active if we miss them. You work on representing Home as a tech company to the outside world. # Must-have's We need you to have a professional knowledge of server technologies (i.e. Node, Python, Ruby, and you have experience with servers like AWS or similar. You're an open minded person eager to explore and learn new technologies and deliver on their implementation even if we have not entered this territory before. A working knowledge of computer science fundamentals. You have a celebrated ability to abstract complex problems, for example being able to think in terms of components and systems and balancing this off with a rounded experience for users. You are a team player with a positive can-do attitude, we'll need lots of it to tackle the exciting projects ahead! You stay organised and aware of all to-dos. You're innovative in using new frameworks, libraries and stays on top of the current state-of-the art in coding. You are a great communicator and never hesitate to reach out to peers & managers pro-actively when something is on your mind. Persuasive and have a facility to convince others to pursue a course of action with admiration and trust from your team and peers. Please let us know if you have any particular questions or requests, we'll always do our best to make the process work for you! You can contact the team for any other questions or details about this opportunity.",Join us scale our backend for a better future of housing for everyone@Home HT,https://stackoverflow.com/jobs/201217/join-us-scale-our-backend-for-a-better-future-of-home-ht,"Berlin, Germany",Join us scale our backend for a better future of housing for everyone,11d ago,"Backend Developer, Data Scientist, System Administrator","€50k - 80k

                                 | 
Equity",2020-10-13,"Senior, Lead, Manager",stackoverflow,"amazon-web-services, api, python, r, node.js, sysadmin"
https://stackoverflow.com/jobs/companies/web-summit,Web Summit,Full-time,"About us: In the words of Inc Magazine “Web Summit is the largest technology conference in the world”. Forbes says Web Summit is “the best tech conference on the planet”, Bloomberg calls it “Davos for geeks”, Politico “the Olympics of tech”, and the Guardian “Glastonbury for geeks”. Whatever Web Summit is it wouldn’t be possible without an incredible team of nearly 200 employees, including world class engineers, data scientists, designers, producers, marketers, salespeople and more. We’ve disrupted an old industry by building incredible software and designing mind-blowing events. We’ve revolutionised how people come together in our world. We started with one event: Web Summit. But now we’re creating category defining events all over the world, from Asia to North America. We’re just getting started. About the team:WebSummit Engineering consists of several cross functional teams, working on tools and systems that help our attendees maximise their conference experience. We’re looking for a Senior Software Engineer to influence and motivate our high-performing applications team, responsible for development of core products, key to the attendee experience. What you’ll achieve at Web Summit: You’ll influence the architecture and development direction of the applications/product teams to ensure quality code is written and excellent products are built. You’ll work across the software stack to deliver quality, maintainable and scalable code in order to power the best conferences in the world. You’ll share knowledge with other team members via mentoring, code reviews, technical talks, or consulting on projects. You’ll break down complex projects into smaller problems and work with others to ensure that great products get delivered as a result. You'll get insight into senior internal stakeholders, and have an active input into how WebSummit grows globally from a Technology angle. Who you are: You care deeply about engineering culture and the quality of products you and your team build. You drive change actively as you believe everything can be constantly improved. You’re knowledgeable in a broad spectrum of products and recent developments; making smart choices about technologies to be adopted. You are keen to mentor and grow in the team, achieving lasting and significant goals. You like to be constantly challenged, working on a variety of different projects and products, and interacting with sales, operations and production teams. You love to see our customers using your software in real time at our conferences and to be proud of your work. Skills and abilities we’re looking for: Ability to understand large, complex Distributed Systems with many moving, interrelated parts. 5+ years of commercial experience in an OOP language. We use a services architecture, with existing RESTful Apis in Ruby, but open to JVM, Kotlin, Python to name a few. Linux and Postgres experience ideal. Strong SDLC principles, TDD and CI/CD understanding. Good understanding of AWS. DevOps experience is a big plus Comfortable working in Scrum/Kanban environment, with Git Pull/code reviews.",Senior Software Engineer (Remote)@Web Summit,https://stackoverflow.com/jobs/162807/senior-software-engineer-remote-web-summit,"Dublin, Ireland",Senior Software Engineer (Remote),2d ago,,,2020-10-13,"Mid-Level, Senior, Lead",stackoverflow,"python, ruby, postgresql, amazon-web-services, distributed-system"
https://stackoverflow.com/jobs/companies/epidemic-sound-ab,Epidemic Sound AB,Full-time,"We are now looking for a senior software engineer to join our product team Acquisition. We work with all touchpoints that a potential new user has with the Epidemic Sound product. Acquiring users is the team's responsibility and it plays a big part of building the success of Epidemic Sound. Job description Being a software engineer at Epidemic means having a holistic view of the product, working across the stack and contributing to all parts of the product life-cycle in order to, in the end, delivering a great product for our users. You can expect to: Contribute to all stages of the product life-cycle: Design, implementation, testing, releasing, and maintenance. Drive innovation and help form the product. Become a technical leader in the team and across the organization. Drive and contribute to larger technical projects across teams. Work in a fast-paced environment where we constantly evaluate how we work and try to improve. Collaborate constantly: We’re big believers in teamwork and the value of practices like careful code reviews, pair (or mob) programming etc. Learn a ton of new things: Be it through hack-days, courses, conferences or tech-talks, we emphasize learning and we also expect you to share your knowledge with your colleagues. Have fun and take a lot of pride in what you and all of Epidemic Sound is doing. This is a full-time position based at our HQ in Stockholm. What are we looking for? We're looking for someone who is passionate about building great products that people love. You're not afraid to work across the stack in order to achieve the end goal - delivering a great experience. You thrive in a team environment where collaboration is needed constantly and enjoy mentoring and knowledge sharing. Team-first mindset being the keyword. In addition we think that you: Have a great understanding of modern web architectures, system design, data structures, software engineering principles, and understand how to apply them to design scalable and robust solutions. Care about quality and you know what it means to ship high-quality code. Have experience mentoring less experienced colleagues and drive the use of sound development practices. Are passionate about building great products that people love, and you always make technology choices with this end-goal in mind. Are experienced in working closely with business and product stakeholders and thus having a strong understanding of business and user needs. Have experience working in a fast-paced and iterative way. Speak English with professional working proficiency (Swedish is not a requirement) It would also be music to our ears if you: Have experience working with experimentation and A/B testing. Have experience working with SEO. Have experience integrating services in different ways. Have experience with React/Redux, Python/Django, Kubernetes or Google Cloud Platform. Are into music in general (either as an artist or fan / listener).",Senior Software Engineer - Acquisition@Epidemic Sound AB,https://stackoverflow.com/jobs/426014/senior-software-engineer-acquisition-epidemic-sound-ab,"Stockholm, Sweden",Senior Software Engineer - Acquisition,23d ago,DevOps,,2020-10-13,Senior,stackoverflow,"reactjs, python, kubernetes, google-cloud-platform"
https://stackoverflow.com/jobs/companies/scrapinghub,Scrapinghub,Full-time,"About the job: As a DevOps engineer you'll work closely with developers to make their lives easier through creating automations, your goal is to empower the developers to provide business value and handle everything around running, deploying and upgrading the application. Job Responsibilities: Own assigned trouble cases, managing and keeping up with all cases assigned, follow up and resolve cases in accordance with SLAs Write tools and scripts to provide automation and self service solutions for ourselves and other teams Design and maintain new systems to support production services Creatively solve scalability challenges on a rapidly expanding cloud environment Help improve monitoring and identify key performance metrics Proactive Research and Development - discovering and implementing new tools, emerging technology, etc. Design, implement and maintain disaster recovery system Troubleshooting and resolution of server/network and application issues Proactively ensure service runs with minimal interruptions Requirements 6+ years experience working as a Linux administrator/engineer at reasonable scale (dozens of systems) and designing/deploying ‘highly available’ solutions Experience with Configuration Management systems such as SaltStack or Ansible. Solid experience in Linux troubleshooting, tuning, profiling, and monitoring Skills in the following programming language: Python, Erlang and Go. Experience running microservice applications on containers. Solid understanding of network protocols like TCP/IP, HTTP, TLS, firewalls, VLANs, DNS. Experience with Kafka, Docker, Mesos and Kubernetes is preferred. Understanding of load balancing and reverse proxying techniques. Highly organized, able to multitask, able to work individually, as well as within a team, and across teams Strong oral and written communication skills in English Familiarity with software engineering practices, including n-tier architecture, configuration management, development methodologies (e.g. agile, waterfall, spiral, prototyping), etc. Flexibility around working hours - if there is an issue you should use your initiative and help resolve this. Maintaining and respecting confidentiality of large amounts of information you have access to.",DevOps Engineer@Scrapinghub,https://stackoverflow.com/jobs/362627/devops-engineer-scrapinghub,No office location,DevOps Engineer,10d ago,DevOps,,2020-10-13,Senior,stackoverflow,"linux, devops, microservices, apache-kafka, docker"
https://stackoverflow.com/jobs/companies/now-money,NOW Money,Full-time,"Until NOW (pun intended), bank accounts in the Gulf have been an elite privilege. At NOW Money, we believe everyone deserves an account and fairly priced financial services. NOW Money provides digital current accounts to get paid in real time, pay bills and make secure overseas transfers. All this happens from the comfort of a smartphone and accompanying debit card. NOW Money also works with corporate employers, providing the company with world-class payroll and expense technology. ID authentication, face recognition, criminal screening, document detection, traditional and new international payment systems, blockchain, mobile, cards, front and back end development all have a part to play in cementing NOW Money as the industry standard for safe and secure digital transactions. For more information, visit www.nowmoney.me or @NOWMoneyME on Instagram, Twitter and Facebook. About the NOW Money Team We’re a fast-growing, high performance team based in a lovely location, the Greens in Dubai. We work hard, but have a lot of fun along the way. And we have a passion for good cake. What you would be doing as the Developer Working primarily on NOW Money’s proprietary customer on-boarding software and internal tools Duplicating the service across multiple platforms: iOS, Android Coding in Kotlin, Java, Swift amongst others Building robust and secure mobile apps Optimizing battery and data usage of our currently existing apps Testing and integrating 3rd party APIs and SDKs Proactively suggesting technology or partners that would be a good fit for NOW Money Occasionally writing blog posts for the NOW Money newsletter – we have fans who love to hear about our technology! Our ideal candidate will have: Hands on experience in the full life cycle of Android application Strong knowledge of Android SDK’s Strong knowledge of Android Architectural design patterns (clean MVVM and MVP are essential) Experience in unit tests, automated tests and UI tests Experience in Swift/Objective-C is a plus Basic to intermediate experience in full stack development, JavaScript, MEAN or MERN stack Familiarity with GIT Pushed at least one app to google play A self-starter mentality and willingness to learn new things It would be great if you are/you have: UAE visa (preferred but not essential) Good written and spoken English One or more other languages: Arabic, Hindi, Urdu, Tagalog, Malayalam, Tamil, Sindhi, Filipino Work well independently and as a team Comfortable with fast-paced, ever-changing environment and requirements To know more read - http://nowmoney.me/blog/5-things-to-know-as-a-start-up-newbie Please email your resume to info@nowmoney.me with the title ""Android developer"" and do the test here. Only shortlisted candidates will be contacted.",Experienced Android Developer@NOW Money,https://stackoverflow.com/jobs/429116/experienced-android-developer-now-money,"Dubai, United Arab Emirates",Experienced Android Developer,11d ago,Mobile Developer,,2020-10-13,"Mid-Level, Senior",stackoverflow,"android, java, kotlin, ios"
https://stackoverflow.comhttps://join.nadinewest.com/,Nadine West,Full-time,"DESCRIPTIONReporting directly to the Engineering Manager, you will dive in and take ownership of our existing codebase, helping extend and scale our bespoke recommendations engine, order management, inventory, shipping, and reporting components.This is a great opportunity to lead the engineering team of a startup that is already profitable, already a well-known brand for women, but is still growing fast even in COVID times. We need someone who can not only build our existing codebase, but also push the envelope, as we are developing some sophisticated data science capabilities, similar to Netflix, Amazon, and Stitch Fix.Founded in 2014, Nadine West sends personalized outfits to our customers’ doorsteps every month. We are based in Austin TX, but we are a remote-first company, so you can live and work anywhere.REQUIREMENTSYou partner with stakeholders to understand the business needs and design right-sized solutions, able to move from open-minded design thinking to breaking problems down and iterating to create working software.You have built, launched, extended, and maintained a business-critical Rails app long enough to learn from your decisions, and love sharing those stories.You are comfortable directing and mentoring other engineers with humility.You have time-tested beliefs about code quality, testing, architecture, database design, ORMs, and build vs. buy tradeoffs, and enjoy articulating those beliefs to your colleagues.You’re at home owning the entire product development cycle (design, dev, testing, release, monitoring).You’ve managed CI/CD pipelines and love auto-deploying to production after your well-honed tests pass.You cherish focused, low-interruption deep work like we do (See 37 Signals’ “Group Chat is Making you Sweat”).You’re excited to work remotely, but also excited to share a US timezone and let us host you in Austin one day!BENEFITS1) This position pays somewhere between your local pay and Austin pay (Google “Austin senior software engineer salary”.) 2) You can work and live anywhere that makes you happy. 3) We have always been a remote work company, collaborating across multiple continents. We believe you should be free to work whenever and wherever you choose.",Lead Full Stack Rails Engineer@Nadine West,https://stackoverflow.com/jobs/445864/lead-full-stack-rails-engineer-nadine-west,No office location,Lead Full Stack Rails Engineer,5d ago,Full Stack Developer,$50k - 200k,2020-10-13,Lead,stackoverflow,"ruby-on-rails, postgresql, heroku"
https://stackoverflow.com/jobs/companies/quantco,QuantCo,Full-time,"As a Data Engineer at QuantCo, you will integrate our clients’ technical systems with our industry-leading statistical and machine learning models. You will work alongside our data scientists, economists, and software engineers to solve technical and quantitative challenges ensuring that our solutions produce value for our clients. To achieve this, you will own the entire software development process from high-level system design and prototyping to application development and data integration. You will contribute to our data pipelines with your expertise in scalable data-driven systems. You will have the opportunity to manage technical projects with both internal and client stakeholders and spearhead collaborative efforts to solve critical technical issues with immediate and long-term business impact. We are looking for team players with an entrepreneurial mindset that will bring: Required In-depth knowledge of Python, pandas and its open-source ecosystem, with a focus on parallelized processing, Experience in configuring and working with relational databases in the terabyte scale, e.g. MS SQL Server, Several years of experience working on and designing data-intensive applications and/or pipelines, Commitment to ensuring data quality and integrity of complex systems within a time-sensitive environment, Experience with OS-independent, cross-platform development, Passion to work effectively in interdisciplinary teams of technical and non-technical individuals with different cultural backgrounds on health-related (business) problems, Business proficiency in English and German Preferred Passion for using and contributing to the open-source data science ecosystem, Ability to evaluate the business value of different technical projects and prioritize appropriately, Willingness to travel,",Data Engineer (m/f/d)@QuantCo,https://stackoverflow.com/jobs/437590/data-engineer-m-f-d-quantco,"Zürich, Switzerland",Data Engineer (m/f/d),25d ago,Data Scientist,,2020-10-13,"Mid-Level, Senior",stackoverflow,"python, pandas, dask, postgresql"
https://stackoverflow.comhttps://iterative.ai,"Iterative, Inc",Full-time,"Join our well-funded remote-first DVC team if you love building open source, developer tools, and CLI. If you want to see how your code is used by thousands of developers every day! If you don't mind Python. What we are looking for - Strong Python knowledge and excellent coding culture (standards, unit test, docs, etc) are required. Alternatively very strong experience with languages like Go, C + some experience with Python). - Remote work self-discipline. A lot of our processes are built on trust- we don't like and don't have time to micro-manage - Excellent communication skills - clear, constructive, and respectful dialog with other team members, community - Ability to write technical docs, blogs. Team is responsible to keep basic docs up to date - DVC core team is 4 engineers (company size is 10+), you will one of the earliest employees and we expect you to drive major parts of the product Learn more: Check out our GitHub Check out the Website and Docs Finally, take a look at our Blog and YouTube","Senior Python Dev for Open Source ML Tools@Iterative, Inc",https://stackoverflow.com/jobs/446359/senior-python-dev-for-open-source-ml-tools-iterative-inc,No office location,Senior Python Dev for Open Source ML Tools,5d ago,,"$50k - 100k

                                 | 
Equity",2020-10-13,"Senior, Lead",stackoverflow,"python, github, dvc, open-source, command-line-interface"
https://stackoverflow.com/jobs/companies/hyperscience,"Hyper Labs, Inc., dba Hyperscience",Full-time,"We're looking to grow our Engineering Team with the addition of a Backend/Systems Engineer. We are open for remotely working candidates from EU and Balkan countries. As a Backend Engineer You Will Be: Wrapping ML modules as reusable components, which can be integrated in different configurations depending on the specific customer’s needs Making sure that what we deliver is with the highest possible quality and corresponding to the enterprise requirements Leveraging your systems knowledge starting from the design throughout the lifecycle of developing and extending the system Designing easy-to-use abstractions, APIs and tools that will be leveraged by other developers Helping improve our code quality through writing unit tests, automation and performing code reviews Assessing where the optimization efforts should go in order to utilize better the ML components and know-how of the company Desired Experience: Degree in Computer Science or related engineering field, or equivalent practical experience Experience in building enterprise-grade systems in different environments Strong ability to reason about data structures, complexity, and possible engineering approaches to a problem Experience with Python / Django is preferred, but experience with any mainstream language is required Experience with distributed systems is a huge plus Experience with database systems, including SQL and/or NoSQL solutions is required Strong background in data science and mathematics will be considered a plus Experience with version control systems, preferably Git What You Will Achieve: Within your first 30 days: You will get to know our ML domain, models and codebase You will get acquainted and eventually be fully comfortable navigating the full codebase, the technology stack, the development processes and org structure within the company You will have made your first significant contributions to one of our products Within your first quarter and beyond: You will be an integral part of the team, driven and focused self-starter who can navigate a certain amount of ambiguity Familiar with the code base, not afraid to take a sizable chunk of functionality, analyze it, break it down, implement it and then assume ownership and responsibility over it You will be taking an active role in discussions about possible solutions, different approaches, API designs and more Benefits & Perks You’ll work with some of the best machine learning, software and QA engineers in one of the most innovative tech companies in Sofia Budget to attend conferences, train, and further your education 30 days of paid leave annually to help nurture work-life symbiosis A great office, with excellent location Massages at the office by a professional massage therapist Auto assistant for your car Catered lunches, afternoon breakfasts, and a great variety of snacks and drinks A sports card, covering various options for sport Additional health insurance package, including extensive medical, dental & vision care Truly competitive salary Stock options Referral bonus All job applications will be treated and processed with strict confidentiality and in full compliance with the GDPR provisions. We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.","Software Engineer - Backend@Hyper Labs, Inc., dba Hyperscience",https://stackoverflow.com/jobs/401117/software-engineer-backend-hyper-labs-inc-dba,"Sofia, Bulgaria",Software Engineer - Backend,2d ago,Backend Developer,,2020-10-13,"Senior, Lead",stackoverflow,"python, django, api, relational-database"
https://stackoverflow.com/jobs/companies/numbrs,Numbrs,Full-time,"Numbrs is reshaping the future of the workplace. We are a fully remote company, at which every employee is free to live and work wherever they want. Join our dedicated technology team that builds massively scalable systems, designs low latency architecture solutions and leverages machine learning technology to turn financial data into action. Want to push the limit of personal finance management? Join Numbrs. Responsibilities You are responsible for managing large scale micro-service based environments with thousands of pods deployed under Kubernetes. As part of the SRE team, you stay on the cutting edge by looking into new technologies and figuring out new ways of doing things, run chaos engineering projects to test the resiliency of our platform and improve it, support our developers to continuously deliver software though deployment pipelines with Spinnaker, and get involved with Data Science, Architecture, and Security teams in discussing technical solutions in Product and Technology. Key Qualifications a Bachelor's or higher degree in the technical field of study, or equivalent practical experience a minimum of 5 years experience deploying, monitoring and troubleshooting large scale distributed systems solid background in DevOps engineering understanding of cloud-based infrastructures, such as AWS or GCP strong experience with Kubernetes, Istio, and big data technologies such as Kafka, Spark, and Cassandra quick to learn and fast to adapt to changing environments excellent troubleshooting and creative problem-solving abilities Ideally, candidates will also have experience with open-source tools for network and security monitoring and management on Linux/Unix platforms experience with Security Location: Home office from your domicile",Site Reliability Engineer - Remote@Numbrs,https://stackoverflow.com/jobs/386449/site-reliability-engineer-remote-numbrs,No office location,Site Reliability Engineer - Remote,25d ago,"DevOps, System Administrator",,2020-10-13,"Mid-Level, Senior, Lead",stackoverflow,"kubernetes, amazon-web-services, devops, apache-kafka, cassandra, sysadmin"
https://stackoverflow.com/jobs/companies/epidemic-sound-ab,Epidemic Sound AB,Full-time,"We are now looking for a creative and talented Full stack CRM Developer! How you will make an impact: Together with the AMP-team, you will play a key role in delivering fantastic tools for our colleagues around the globe! We work hard to amplify the business by challenging the existing processes, building new tools and services.Among other things, your day to day will be filled with: Working with systems ranging from Salesforce, ERP, marketing automation to APIs for our web services. Translating functional requirements into technical implementations Writing high-performance, reusable and reliable code with best practices You can expect to: Have fun and take a lot of pride in what you and all of Epidemic Sound is doing Build features and services for the rest of the company to interact with Enable data driven decisions by building integrations between our platforms Collaborate with a multinational global team Learn a ton of new things: Be it through hack-days, conferences or tech-talks, we emphasize learning and we also expect you to share your knowledge with your colleagues Who are you? You are a passionate and creative problem solver that wants to build tools that can challenge the business and likes to transfer business needs into technical solutions. You are eager and open to learn with the ability to connect your role and impact on the larger picture of Epidemic Sound's vision. It would also be music to our ears if you: Have worked with CRM, ERP and Marketing Automation systems Have demonstrated knowledge of the Salesforce.com sales- & service- development environment including, but not limited to items such as custom objects, workflows, triggers, and SOQL Are experienced in JavaScript, Lightning Web Components (LWC), SQL, SOQL, Apex, working with REST APIs Like to be part of the process from discovery to implementation and training of end users Are into music in general (either as an artist of fan/listener)",Full Stack CRM (Salesforce) Developer@Epidemic Sound AB,https://stackoverflow.com/jobs/421743/full-stack-crm-salesforce-developer-epidemic-sound-ab,"Stockholm, Sweden",Full Stack CRM (Salesforce) Developer,4d ago,"Backend Developer, Full Stack Developer",,2020-10-13,Mid-Level,stackoverflow,"lwc, apex, salesforce, javascript, rest"
https://stackoverflow.com/jobs/companies/lynx-analytics1,Lynx Analytics,Full-time,"Founded in 2010, Lynx Analytics is a predictive analytics company, with a team of world-class quantitative marketing scientists and industry-experienced data scientists. We openly welcome ideas and innovation, and believe in succeeding as a team – whilst having a great time doing it! By joining us, you’ll work with a collaborative group of diverse and talented individuals across our 10 global offices. We are looking for a Senior Data Engineer to work on automating and productizing advanced big data transformation and analytics pipelines. You would be working with standard big data technologies (Hadoop, Spark, etc) as well as our proprietary big graph analysis framework. Key responsibilities will include: Understand deeply the business problem we are trying to solve by our analytical solution Through continuous consultations with employees of our client, discover the client's existing data sources that are relevant to the problem we try to solve Working together with the IT teams of the client, define the technical architecture for the analytical solution that we are to deploy for the client Implement the data ingestion subsystem and the data analysis pipelines Integrate the results into business UIs developed by Lynx or pre-existing client software systems To succeed in this role, you will have extensive experience in data engineer or data science role, preferably in an analytics or machine-learning environment (or relevant organisation). You should have strong programming skills, including a thorough knowledge of Python and good understanding of the Linux OS and databases. You need to have analytical thinking with very strong problem-solving skills and be able to undertake travel as required (up to 50%, within the region). Additionally, experience in project delivery is a strong advantage. In return, we offer a competitive remuneration package, flexible working hours, stock options for employees and travel opportunities throughout SE Asia and Europe.",Senior Data Engineer@Lynx Analytics,https://stackoverflow.com/jobs/434352/senior-data-engineer-lynx-analytics,Singapore,Senior Data Engineer,4d ago,,"SGD 96k - 120k

                                 | 
Equity",2020-10-13,Senior,stackoverflow,"python, linux, sql, apache-spark, hadoop"
